gender,educational_attainment,occupation,industry,race,employment_status,state,age,annual_income_usd,weekly_work_hours
Female,Bachelor's degree,HLS-Orderlies and Psychiatric Aides,EXT-Support Activities For Mining,Some Other Race alone,"Civilian employed, at work",New York/NY,24,40000,40
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Gasoline Stations,White alone,"Civilian employed, at work",Pennsylvania/PA,23,45000,40
Female,"Some college, but less than 1 year",HLS-Nursing Assistants,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",Asian Indian alone,"Civilian employed, at work",California/CA,19,4,1
Female,Master's degree,SAL-Cashiers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Texas/TX,19,0,0
Female,Associate's degree,OFF-Cargo And Freight Agents,AGR-Crop Production,White alone,"Civilian employed, at work",Tennessee/TN,19,5000,15
Female,"1 or more years of college credit, no degree",PRD-Helpers--Production Workers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Black or African American alone,Not in Labor Force,Pennsylvania/PA,18,0,0
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Chinese alone,Not in Labor Force,Pennsylvania/PA,19,0,0
Female,Bachelor's degree,BUS-Cost Estimators,"RET-Health And Personal Care, Except Pharmacies And Drug, Retailers",White alone,Not in Labor Force,Ohio/OH,21,1120,4
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MED-Home Health Care Services,White alone,Not in Labor Force,Ohio/OH,21,970,20
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"RET-Warehouse Clubs, Supercenters, And Other General Merchandise Retailers",White alone,"Civilian employed, at work",California/CA,22,55000,45
Female,Master's degree,CMM-Software Developers,"SRV-Automotive Repair And Maintenance, Except Car Washes",White; Some Other Race,"Civilian employed, at work",Texas/TX,23,34000,40
Female,Bachelor's degree,MIL-Military Enlisted Tactical Operations And Air/Weapons Specialists And Crew Members,"PRF-Services To Buildings And Dwellings, Except Landscaping Services",White alone,"Civilian employed, at work",Massachusetts/MA,23,25000,40
Female,"Some college, but less than 1 year",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Some Other Race alone,"Civilian employed, at work",Maryland/MD,19,8000,30
Female,Bachelor's degree,"PRD-Inspectors, Testers, Sorters, Samplers, And Weighers","ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Utah/UT,22,10000,40
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Other Amusement, Gambling, And Recreation Industries",Chinese alone,"Civilian employed, at work",Florida/FL,20,15000,20
Female,Regular high school diploma,MGR-General And Operations Managers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Michigan/MI,20,0,0
Female,Regular high school diploma,SAL-First-Line Supervisors Of Retail Sales Workers,MED-Outpatient Care Centers,White; American Indian and Alaska Native,"Civilian employed, at work",Texas/TX,21,30000,30
Female,Associate's degree,"ENG-Other Engineering Technologists And Technicians, Except Drafters",RET-Gasoline Stations,White alone,Not in Labor Force,Illinois/IL,23,15000,60
Female,Doctorate degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Clothing And Clothing Accessories Retailers,White alone,"Civilian employed, at work",Pennsylvania/PA,18,14000,40
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Chinese alone,"Civilian employed, at work",California/CA,23,11000,12
Female,Grade 10,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"PRF-Management, Scientific, And Technical Consulting Services",Asian Indian alone,"Civilian employed, at work",California/CA,24,110000,58
Female,Bachelor's degree,TRN-Stockers And Order Fillers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Georgia/GA,19,1000,20
Female,Bachelor's degree,CON-Construction Laborers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Alabama/AL,21,20000,25
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Texas/TX,19,0,0
Female,2,"OFF-Human Resources Assistants, Except Payroll And Timekeeping","ENT-Food Services And Drinking Places, except Alcoholic Beverages",Some Other Race alone,"Civilian employed, at work",Florida/FL,21,13300,20
Female,N/A (less than 3 years old),FIN-Accountants And Auditors,"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",Some Other Race alone,Not in Labor Force,Alabama/AL,20,5300,30
Female,6,CMS-Substance Abuse And Behavioral Disorder Counselors,CON-Construction (The Cleaning Of Buildings And Dwellings Is Incidental During Construction And Immediately After Construction),White alone,Not in Labor Force,Florida/FL,24,3300,25
Female,1,OFF-First-Line Supervisors Of Office And Administrative Support Workers,RET-Clothing And Clothing Accessories Retailers,White alone,"Civilian employed, at work",Pennsylvania/PA,18,12000,40
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Some Other Race alone,"Civilian employed, at work",California/CA,20,5000,15
Female,Regular high school diploma,PRD-Helpers--Production Workers,"RET-Gift, Novelty, And Souvenir Retailers",White; Some Other Race,"Civilian employed, at work",California/CA,21,9800,20
Female,"1 or more years of college credit, no degree",PRS-Manicurists And Pedicurists,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Colorado/CO,21,0,0
Female,Regular high school diploma,MGR-Construction Managers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,Virginia/VA,18,10400,18
Female,Professional degree beyond a bachelor's degree,ENT-Coaches and Scouts,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,California/CA,20,5000,18
Female,GED or alternative credential,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Oregon/OR,20,10000,15
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Asian Indian alone,Not in Labor Force,Minnesota/MN,21,0,0
Female,N/A (less than 3 years old),MED-Psychiatric Technicians,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,California/CA,18,0,0
Female,"1 or more years of college credit, no degree",OFF-Medical Secretaries and Administrative Assistants,"PRF-Architectural, Engineering, And Related Services",White alone,"Civilian employed, at work",Michigan/MI,23,37500,40
Female,Grade 9,TRN-Stockers And Order Fillers,RET-Clothing And Clothing Accessories Retailers,Black or African American alone,"Civilian employed, at work",Arizona/AZ,20,5000,18
Female,1,HLS-Home Health Aides,RET-Clothing And Clothing Accessories Retailers,Some Other Race alone,"Civilian employed, at work",Florida/FL,20,4000,20
Female,6,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Louisiana/LA,19,0,0
Female,"Some college, but less than 1 year",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White; Black or African American,"Civilian employed, at work",Maryland/MD,20,12000,30
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Alabama/AL,18,0,0
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MFG-Printing And Related Support Activities,White alone,"Civilian employed, at work",Texas/TX,23,5000,40
Female,Regular high school diploma,EDU-Teaching Assistants,"PRF-Architectural, Engineering, And Related Services",White alone,Not in Labor Force,North Carolina/NC,22,30000,40
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Wisconsin/WI,19,3000,0
Female,Grade 11,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",American Indian and Alaska Native alone,"Civilian employed, at work",Florida/FL,20,6000,32
Female,Grade 11,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MED-Outpatient Care Centers,American Indian and Alaska Native alone,"Civilian employed, at work",Arizona/AZ,18,500,2
Female,Regular high school diploma,SCI-Occupational Health And Safety Specialists and Technicians,"EDU-Other Schools And Instruction, And Educational Support Services",White alone,Not in Labor Force,Florida/FL,20,1500,0
Female,Bachelor's degree,"TRN-Packers And Packagers, Hand","MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",Chamorro alone,"Civilian employed, at work",Maryland/MD,23,70000,40
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),SCA-Child Care Services,White alone,"Civilian employed, at work",South Carolina/SC,19,1000,12
Female,Regular high school diploma,HLS-Phlebotomists,CON-Construction (The Cleaning Of Buildings And Dwellings Is Incidental During Construction And Immediately After Construction),White alone,"Civilian employed, at work",New Jersey/NJ,21,32000,30
Female,1,MGR-Other Managers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,South Dakota/SD,18,0,0
Female,"Some college, but less than 1 year",CMM-Software Developers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",North Carolina/NC,18,3000,18
Female,Bachelor's degree,PRS-Animal Caretakers,"PRF-Architectural, Engineering, And Related Services",White alone,"Civilian employed, at work",New York/NY,21,9000,40
Female,3,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",California/CA,20,7000,20
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),EDU-Elementary And Secondary Schools,White alone,"Civilian employed, with a job but not at work",Pennsylvania/PA,24,35000,40
Female,4,PRT-Police Officers,EDU-Elementary And Secondary Schools,White alone,"Civilian employed, at work",New York/NY,22,4000,20
Female,Regular high school diploma,"CMS-Social Workers, All Other",MIL-U.S. Army,White alone,"Armed Forces, At Work",Texas/TX,20,10000,40
