gender,educational_attainment,occupation,industry,race,employment_status,state,age,annual_income_usd,weekly_work_hours,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Michigan/MI,22,1820,30,2.28,3.88,8.44,4.13,1.02
Female,Regular high school diploma,EDU-Postsecondary Teachers,SRV-Other Personal Services,White alone,"Civilian employed, at work",Arkansas/AR,20,14500,40,4.27,9.58,6.76,7.25,6.51
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MFG-Retail Bakeries,Vietnamese alone,"Civilian employed, at work",Colorado/CO,20,12000,15,8.18,6.45,8.99,2.52,4.73
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Arkansas/AR,19,0,0,8.61,9.64,5.81,3.47,2.5
Female,"1 or more years of college credit, no degree","TRN-Laborers And Freight, Stock, And Material Movers, Hand",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Tennessee/TN,23,0,0,0.07,6.82,6.63,0.23,2.15
Female,"1 or more years of college credit, no degree",TRN-Stockers And Order Fillers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White; Some Other Race,Not in Labor Force,North Carolina/NC,24,15000,40,5.11,0.4,1.76,7.43,0.2
Female,1,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,Tennessee/TN,20,4300,25,4.17,0.22,3.26,1.74,8.27
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"RET-Sporting Goods, And Hobby, Toy, And Game Retailers",White alone,"Civilian employed, at work",Nebraska/NE,22,73300,40,2.22,0.41,6.0,5.93,8.21
Female,Master's degree,BUS-Market Research Analysts And Marketing Specialists,"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White alone,Not in Labor Force,Michigan/MI,24,0,0,1.2,8.48,1.18,5.56,4.19
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Specialty Food Retailers,White alone,Not in Labor Force,Montana/MT,21,8800,35,3.38,5.3,8.38,5.51,4.36
Female,Master's degree,MGR-Financial Managers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Black or African American alone,Not in Labor Force,Virginia/VA,20,0,0,9.43,4.6,9.96,0.76,5.99
Female,Bachelor's degree,CLN-Landscaping And Groundskeeping Workers,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Pennsylvania/PA,21,80000,8,3.23,7.6,8.76,0.62,1.26
Female,"Some college, but less than 1 year",MED-Licensed Practical And Licensed Vocational Nurses,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Texas/TX,19,0,0,5.19,6.23,7.59,8.2,2.68
Female,Associate's degree,CON-Construction Laborers,PRF-Employment Services,White; Black or African American,"Civilian employed, at work",North Carolina/NC,24,67000,44,7.03,2.4,4.07,8.96,3.91
Female,Regular high school diploma,SAL-Retail Salespersons,RET-Other Miscellaneous Retailers,Asian Indian alone,"Civilian employed, at work",Indiana/IN,21,30000,35,3.64,3.74,6.96,6.3,5.23
Female,"1 or more years of college credit, no degree",OFF-Receptionists And Information Clerks,EDU-Elementary And Secondary Schools,White alone,"Civilian employed, at work",Florida/FL,24,8000,40,9.72,8.45,4.24,1.64,2.55
Female,3,CON-Construction Laborers,"FIN-Credit Unions, And Savings Institutions And Other Depository Credit Intermediation",White alone,"Civilian employed, at work",Arkansas/AR,21,2000,40,9.62,3.68,0.08,1.28,6.79
Female,Grade 11,CLN-Landscaping And Groundskeeping Workers,"ADM-Justice, Public Order, And Safety Activities",Filipino alone,"Civilian employed, at work",Florida/FL,23,20000,50,2.52,5.51,7.47,9.71,3.66
Female,Master's degree,BUS-Human Resources Workers,SCA-Child Care Services,White alone,"Civilian employed, at work",Oregon/OR,22,8000,15,4.97,7.46,9.8,8.64,0.73
Female,1,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ADM-Justice, Public Order, And Safety Activities",White alone,"Civilian employed, at work",Missouri/MO,24,14500,30,3.01,1.48,7.49,5.35,5.23
Female,Grade 9,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,California/CA,22,30000,0,2.85,1.88,4.99,1.12,2.44
Female,"1 or more years of college credit, no degree",HLS-Medical Assistants,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Minnesota/MN,22,0,0,0.37,9.23,0.18,4.23,1.4
Female,Grade 9,MED-Registered Nurses,MED-Nursing Care Facilities (Skilled Nursing Facilities),White; Asian groups; and/or Native Hawaiian and Other Pacific Islander groups; and/or Some Other Race,"Civilian employed, at work",Ohio/OH,20,7200,16,6.1,7.57,7.49,7.71,2.71
Female,Professional degree beyond a bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),SCA-Child Care Services,Some Other Race alone,Unemployed,Alabama/AL,23,0,0,5.03,6.64,4.04,8.53,3.76
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White alone,"Civilian employed, at work",California/CA,22,45000,40,0.51,8.28,1.49,9.7,8.94
Female,Doctorate degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Other Amusement, Gambling, And Recreation Industries",White alone,"Civilian employed, at work",Florida/FL,23,20000,40,2.79,10.0,7.57,4.19,7.5
Female,N/A (less than 3 years old),FIN-Accountants And Auditors,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,District of Columbia/DC,23,0,0,9.08,4.2,1.14,5.36,3.88
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Iowa/IA,19,0,0,2.4,3.23,1.43,5.15,4.99
Female,Bachelor's degree,HLS-Orderlies and Psychiatric Aides,EXT-Support Activities For Mining,Some Other Race alone,"Civilian employed, at work",New York/NY,24,40000,40,1.45,1.81,1.9,8.47,5.54
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Gasoline Stations,White alone,"Civilian employed, at work",Pennsylvania/PA,23,45000,40,4.89,5.11,0.41,4.66,9.25
Female,"Some college, but less than 1 year",HLS-Nursing Assistants,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",Asian Indian alone,"Civilian employed, at work",California/CA,19,4,1,9.86,8.88,5.5,4.14,1.03
Female,Master's degree,SAL-Cashiers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Texas/TX,19,0,0,2.42,5.01,6.3,6.76,5.91
Female,Associate's degree,OFF-Cargo And Freight Agents,AGR-Crop Production,White alone,"Civilian employed, at work",Tennessee/TN,19,5000,15,6.72,1.53,10.0,8.28,3.32
Female,"1 or more years of college credit, no degree",PRD-Helpers--Production Workers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Black or African American alone,Not in Labor Force,Pennsylvania/PA,18,0,0,7.62,8.58,5.92,2.34,6.27
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Chinese alone,Not in Labor Force,Pennsylvania/PA,19,0,0,2.38,6.31,0.87,0.86,2.77
Female,Bachelor's degree,BUS-Cost Estimators,"RET-Health And Personal Care, Except Pharmacies And Drug, Retailers",White alone,Not in Labor Force,Ohio/OH,21,1120,4,7.28,5.41,3.46,0.35,8.48
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MED-Home Health Care Services,White alone,Not in Labor Force,Ohio/OH,21,970,20,3.68,7.82,2.16,1.01,0.25
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"RET-Warehouse Clubs, Supercenters, And Other General Merchandise Retailers",White alone,"Civilian employed, at work",California/CA,22,55000,45,6.32,2.46,4.8,2.45,5.65
Female,Master's degree,CMM-Software Developers,"SRV-Automotive Repair And Maintenance, Except Car Washes",White; Some Other Race,"Civilian employed, at work",Texas/TX,23,34000,40,6.34,5.6,3.82,3.5,6.12
Female,Bachelor's degree,MIL-Military Enlisted Tactical Operations And Air/Weapons Specialists And Crew Members,"PRF-Services To Buildings And Dwellings, Except Landscaping Services",White alone,"Civilian employed, at work",Massachusetts/MA,23,25000,40,5.36,7.07,6.56,4.02,0.88
Female,"Some college, but less than 1 year",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Some Other Race alone,"Civilian employed, at work",Maryland/MD,19,8000,30,0.9,5.14,9.1,7.21,5.88
Female,Bachelor's degree,"PRD-Inspectors, Testers, Sorters, Samplers, And Weighers","ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Utah/UT,22,10000,40,8.35,4.37,8.67,5.68,9.26
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Other Amusement, Gambling, And Recreation Industries",Chinese alone,"Civilian employed, at work",Florida/FL,20,15000,20,3.21,8.61,3.2,3.36,2.14
Female,Regular high school diploma,MGR-General And Operations Managers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Michigan/MI,20,0,0,1.87,0.06,4.31,4.42,8.01
Female,Regular high school diploma,SAL-First-Line Supervisors Of Retail Sales Workers,MED-Outpatient Care Centers,White; American Indian and Alaska Native,"Civilian employed, at work",Texas/TX,21,30000,30,0.41,3.42,5.61,3.36,8.48
Female,Associate's degree,"ENG-Other Engineering Technologists And Technicians, Except Drafters",RET-Gasoline Stations,White alone,Not in Labor Force,Illinois/IL,23,15000,60,5.91,9.78,4.2,2.25,8.14
Female,Doctorate degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Clothing And Clothing Accessories Retailers,White alone,"Civilian employed, at work",Pennsylvania/PA,18,14000,40,6.78,3.52,7.31,6.98,4.49
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Chinese alone,"Civilian employed, at work",California/CA,23,11000,12,0.17,9.55,7.96,2.31,8.05
Female,Grade 10,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"PRF-Management, Scientific, And Technical Consulting Services",Asian Indian alone,"Civilian employed, at work",California/CA,24,110000,58,5.12,6.6,5.26,1.91,9.68
Female,Bachelor's degree,TRN-Stockers And Order Fillers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Georgia/GA,19,1000,20,2.26,0.33,9.05,3.03,0.51
Female,Bachelor's degree,CON-Construction Laborers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Alabama/AL,21,20000,25,6.45,8.31,0.6,9.82,5.94
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Texas/TX,19,0,0,1.74,3.83,9.97,4.27,5.82
Female,2,"OFF-Human Resources Assistants, Except Payroll And Timekeeping","ENT-Food Services And Drinking Places, except Alcoholic Beverages",Some Other Race alone,"Civilian employed, at work",Florida/FL,21,13300,20,6.91,4.99,0.04,0.62,3.42
Female,N/A (less than 3 years old),FIN-Accountants And Auditors,"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",Some Other Race alone,Not in Labor Force,Alabama/AL,20,5300,30,3.87,7.57,8.96,3.29,7.02
Female,6,CMS-Substance Abuse And Behavioral Disorder Counselors,CON-Construction (The Cleaning Of Buildings And Dwellings Is Incidental During Construction And Immediately After Construction),White alone,Not in Labor Force,Florida/FL,24,3300,25,9.37,0.57,0.77,6.67,6.62
Female,1,OFF-First-Line Supervisors Of Office And Administrative Support Workers,RET-Clothing And Clothing Accessories Retailers,White alone,"Civilian employed, at work",Pennsylvania/PA,18,12000,40,1.38,0.25,2.08,5.88,5.93
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Some Other Race alone,"Civilian employed, at work",California/CA,20,5000,15,3.41,0.39,5.94,5.12,6.84
Female,Regular high school diploma,PRD-Helpers--Production Workers,"RET-Gift, Novelty, And Souvenir Retailers",White; Some Other Race,"Civilian employed, at work",California/CA,21,9800,20,1.13,7.12,7.01,4.36,3.03
Female,"1 or more years of college credit, no degree",PRS-Manicurists And Pedicurists,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Colorado/CO,21,0,0,9.25,2.85,8.35,0.57,1.54
Female,Regular high school diploma,MGR-Construction Managers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,Virginia/VA,18,10400,18,8.77,0.78,1.66,5.72,2.6
Female,Professional degree beyond a bachelor's degree,ENT-Coaches and Scouts,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,California/CA,20,5000,18,2.58,6.68,0.98,4.8,4.85
Female,GED or alternative credential,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Oregon/OR,20,10000,15,6.6,2.88,7.79,4.12,4.94
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Asian Indian alone,Not in Labor Force,Minnesota/MN,21,0,0,8.17,2.36,3.61,2.5,3.13
Female,N/A (less than 3 years old),MED-Psychiatric Technicians,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,California/CA,18,0,0,5.55,5.2,0.4,4.93,5.57
